          2.622568          1.833736          1.527381          1.409073         10.481467          8.792119          8.300952          8.019508        -43.807460        -43.309651        -33.796724        -19.329632         -8.840703         -6.270061         -5.676928         -3.266600         -1.091986         -0.473543         -0.356392         -2.157899         -3.958858         -2.618595         -0.839073          0.400480          1.368464          1.935456          1.973810          1.522609          0.664139         -0.555453       -551.938892
          1.833736          1.288226          1.075344          0.994176          7.330173          6.229560          5.959285          5.788798        -29.220209        -29.380480        -23.219675        -13.475029         -6.267966         -4.430645         -3.933779         -2.262485         -0.792874         -0.325935         -0.173093         -1.496478         -2.817932         -1.742575         -0.589455         -0.391239         -0.861592         -1.673957         -2.456009         -2.818025         -2.483285         -1.335210       -391.722615
          1.527381          1.075344          0.903923          0.836377          6.134919          5.319208          5.157880          5.043046        -24.089885        -24.211101        -19.149173        -11.158720         -5.258593         -3.709694         -3.247244         -1.862735         -0.628406         -0.214582         -0.139740         -1.335602         -2.354863         -1.237885         -0.498215         -1.192008         -2.865921         -4.783753         -6.176265         -6.388652         -5.007065         -1.866041       -331.738414
          1.409073          0.994176          0.836377          0.780290          5.689034          5.008199          4.913529          4.840789        -22.325261        -22.316244        -17.590269        -10.231865         -4.854937         -3.447548         -2.975339         -1.700760         -0.545459         -0.138293         -0.113682         -1.323788         -2.184311         -0.953557         -0.445307         -1.792514         -4.379775         -7.141670         -8.997739         -9.086304         -6.888842         -2.207588       -309.294127
         10.481467          7.330173          6.134919          5.689034         44.819622         38.079675         37.309786         36.624668       -230.679044       -202.023945       -143.724313        -75.004578        -32.533521        -25.264474        -23.153415        -12.425146         -3.253600         -0.463307         -0.066518         -8.693101        -15.660032         -7.198176         -3.891999        -14.205931        -32.542561        -50.216663        -59.994720        -57.262592        -39.698982         -6.533983      -2191.067463
          8.792119          6.229560          5.319208          5.008199         38.079675         39.540895         41.143657         41.988117       -187.165247       -164.097889       -116.730837        -60.837000        -27.068879        -22.436570        -19.451671         -8.688085         -0.445819          2.975142          3.588544         -5.822283        -10.183019          3.598965         -4.933255        -57.532258       -139.835162       -218.712061       -263.144070       -252.387539       -176.031988        -30.701617      -1737.420038
          8.300952          5.959285          5.157880          4.913529         37.309786         41.143657         49.016471         49.633912       -172.463292       -151.628768       -108.264675        -56.853409        -25.480187        -20.864214        -18.354611         -7.729465          1.553102          5.998429          6.699581         -3.838232         -6.357004         11.944518         -5.655044        -92.674587       -228.947766       -361.714377       -439.262460       -425.591989       -301.649093        -61.006569      -1512.479467
          8.019508          5.788798          5.043046          4.840789         36.624668         41.988117         49.633912         53.926359       -164.043545       -144.281312       -103.218965        -54.592789        -24.878747        -20.059594        -17.351319         -7.408952          2.225398          7.429116          7.757454         -3.199708         -4.756661         15.717132         -5.550965       -106.468106       -264.654881       -419.791212       -511.793739       -498.173545       -356.005100        -77.294164      -1407.151161
        -43.807460        -29.220209        -24.089885        -22.325261       -230.679044       -187.165247       -172.463292       -164.043545       7122.680135       3063.798421        788.532782         24.044571         82.915726        197.700702        107.303306         -3.525983         -3.964274         19.273496          8.539012         26.863719         53.671164         36.488646         13.436050        -15.658350        -57.281138        -99.834875       -127.769302       -129.022500        -96.798406        -28.674544       8060.254541
        -43.309651        -29.380480        -24.211101        -22.316244       -202.023945       -164.097889       -151.628768       -144.281312       3063.798421       1862.628858        795.330290        180.093694         77.110207        151.804096        116.245660         23.855284         -0.820871         12.337069          9.604309         30.549768         57.425083         40.400374         12.343871        -25.546311        -76.781345       -126.448182       -156.610377       -154.216175       -112.171080        -28.000819       8237.321594
