          2.598982          0.000000          0.000000          0.000000          0.025417          0.000000          0.000000          0.000000          0.000941          0.007756          0.037618          0.104206          0.165911          0.150505          0.099062          0.055816          0.027924          0.014750          0.013443          0.013929          0.013107          0.010679          0.006982          0.003844          0.001930          0.000933          0.000438          0.000194          0.000075          0.000010          0.000207
         -0.698197          0.000000          0.000000          0.000000         -0.172194          0.000000          0.000000          0.000000         -0.001097         -0.007958         -0.032213         -0.065361         -0.057888          0.010875          0.062898          0.072644          0.049336          0.025567          0.039659          0.041373          0.020322         -0.001249         -0.003660         -0.000870         -0.000158         -0.000437         -0.000181         -0.000102         -0.000050         -0.000011         -0.002234
         -0.200766          0.000000          0.000000          0.000000         -0.190519          0.000000          0.000000          0.000000         -0.001065         -0.007500         -0.028887         -0.052140         -0.030134          0.043149          0.086879          0.082771          0.046151          0.015482          0.018380          0.005877         -0.006878         -0.001986         -0.002085         -0.001830         -0.001009         -0.000520         -0.000233         -0.000109         -0.000048         -0.000008         -0.001646
         -0.016657          0.000000          0.000000          0.000000         -0.196952          0.000000          0.000000          0.000000         -0.001052         -0.007310         -0.027515         -0.046801         -0.019370          0.054559          0.093461          0.082582          0.040818          0.009125          0.008695         -0.001685         -0.006533         -0.002643         -0.003353         -0.002026         -0.001116         -0.000567         -0.000245         -0.000111         -0.000046         -0.000007         -0.001381
          0.144637          0.000000          0.000000          0.000000         -0.201772          0.000000          0.000000          0.000000         -0.001039         -0.007132         -0.026253         -0.041961         -0.009881          0.063943          0.097685          0.080268          0.034526          0.003445          0.001568         -0.005060         -0.005131         -0.004088         -0.003836         -0.002214         -0.001192         -0.000601         -0.000252         -0.000111         -0.000045         -0.000006         -0.001130
          0.291908          0.000000          0.000000          0.000000         -0.205494          0.000000          0.000000          0.000000         -0.001027         -0.006963         -0.025053         -0.037426         -0.001254          0.071813          0.100026          0.076268          0.027711         -0.001249         -0.003005         -0.005470         -0.004424         -0.005599         -0.003849         -0.002404         -0.001250         -0.000623         -0.000254         -0.000111         -0.000043         -0.000005         -0.000900
          0.897594          0.000000          0.000000          0.000000         -0.220756          0.000000          0.000000          0.000000         -0.000965         -0.006087         -0.019002         -0.015557          0.036757          0.097955          0.093555          0.043958          0.000951         -0.007401         -0.006646         -0.005441         -0.007180         -0.006723         -0.004647         -0.002690         -0.001379         -0.000668         -0.000251         -0.000101         -0.000033          0.000000         -0.000069
          1.358101          0.000000          0.000000          0.000000         -0.231028          0.000000          0.000000          0.000000         -0.000896         -0.005140         -0.012728          0.005307          0.066948          0.105379          0.068831          0.014861         -0.004314         -0.003494         -0.007118         -0.007184         -0.007428         -0.007093         -0.004895         -0.002828         -0.001437         -0.000687         -0.000236         -0.000087         -0.000022          0.000005          0.000399
          1.534999          0.000000          0.000000          0.000000         -0.235492          0.000000          0.000000          0.000000         -0.000859         -0.004644         -0.009557          0.015090          0.078735          0.103180          0.054538          0.006433         -0.002316         -0.003579         -0.006929         -0.007446         -0.007633         -0.007234         -0.004997         -0.002879         -0.001459         -0.000694         -0.000228         -0.000079         -0.000016          0.000007          0.000534
          1.683576          0.000000          0.000000          0.000000         -0.239783          0.000000          0.000000          0.000000         -0.000822         -0.004141         -0.006425          0.024189          0.088077          0.097913          0.041380          0.001941         -0.000249         -0.004270         -0.006513         -0.007665         -0.007883         -0.007283         -0.005093         -0.002926         -0.001481         -0.000701         -0.000219         -0.000071         -0.000010          0.000010          0.000618
          1.907916          0.000000          0.000000          0.000000         -0.247927          0.000000          0.000000          0.000000         -0.000746         -0.003149         -0.000532          0.039483          0.098992          0.081328          0.022090          0.001514          0.000584         -0.004696         -0.006372         -0.007826         -0.008217         -0.007495         -0.005274         -0.003020         -0.001523         -0.000715         -0.000201         -0.000055          0.000002          0.000015          0.000683
          2.107894          0.000000          0.000000          0.000000         -0.272202          0.000000          0.000000          0.000000         -0.000507         -0.000236          0.013151          0.054726          0.074058          0.029798          0.013601          0.002673         -0.002359         -0.005107         -0.006997         -0.008727         -0.009504         -0.008491         -0.005939         -0.003387         -0.001689         -0.000772         -0.000153         -0.000010          0.000039          0.000031          0.000389
          1.959328          0.000000          0.000000          0.000000         -0.276647          0.000000          0.000000          0.000000         -0.000444          0.000384          0.014056          0.043991          0.051827          0.024014          0.011462          0.000706         -0.003261         -0.005711         -0.007507         -0.009209         -0.009989         -0.008883         -0.006182         -0.003517         -0.001748         -0.000796         -0.000146         -0.000001          0.000047          0.000034          0.000236
          1.757515          0.000000          0.000000          0.000000         -0.276630          0.000000          0.000000          0.000000         -0.000411          0.000615          0.013056          0.031638          0.033905          0.020720          0.007329         -0.000483         -0.004179         -0.006252         -0.007950         -0.009574         -0.010318         -0.009129         -0.006329         -0.003593         -0.001784         -0.000811         -0.000148          0.000000          0.000048          0.000035          0.000139
          1.594251          0.000000          0.000000          0.000000         -0.275003          0.000000          0.000000          0.000000         -0.000396          0.000657          0.011777          0.022730          0.022469          0.017633          0.004595         -0.001464         -0.004807         -0.006609         -0.008197         -0.009787         -0.010491         -0.009252         -0.006398         -0.003628         -0.001801         -0.000819         -0.000151         -0.000001          0.000048          0.000035          0.000086
          1.532913          0.000000          0.000000          0.000000         -0.274174          0.000000          0.000000          0.000000         -0.000392          0.000654          0.011237          0.019558          0.018567          0.016294          0.003731         -0.001878         -0.005020         -0.006732         -0.008277         -0.009856         -0.010544         -0.009287         -0.006417         -0.003638         -0.001805         -0.000822         -0.000152         -0.000002          0.000047          0.000035          0.000070
